scala.collection.mutable.RedBlackTree$KeysIterator::setNullIfAfterEnd()V,1324
scala.collection.immutable.Nil$::copyToArray(Ljava/lang/Object;II)V,215440
scala.collection.parallel.mutable.ParArray::buildsArray(Lscala/collection/mutable/Builder;)Z,2
scala.collection.immutable.Set$EmptySet$::toSet()Lscala/collection/immutable/Set;,40
scala.collection.mutable.ArrayBuffer::withFilter(Lscala/Function1;)Lscala/collection/generic/FilterMonadic;,30
scala.collection.immutable.Set$Set3::canEqual(Ljava/lang/Object;)Z,1758
scala.collection.mutable.ArrayOps$ofRef$::thisCollection$extension([Ljava/lang/Object;)Lscala/collection/mutable/WrappedArray;,138084
scala.collection.immutable.Set$Set4::toSeq()Lscala/collection/Seq;,678
scala.collection.concurrent.INode$::newRootNode()Lscala/collection/concurrent/INode;,20
scala.collection.mutable.ArrayBuilder$ofLong::result()[J,6
scala.collection.mutable.BitSet::add(I)Z,1895
scala.collection.immutable.StringOps::take(I)Ljava/lang/Object;,62416
scala/collection/generic/Growable::$plus$plus$eq$(Lscala/collection/generic/Growable;Lscala/collection/TraversableOnce;)Lscala/collection/generic/Growable;,1930843
scala.collection.mutable.Builder$$anon$1::sizeHint(Lscala/collection/TraversableLike;)V,2
scala.collection.mutable.WrappedArray$ofRef::repr()Ljava/lang/Object;,6500
scala.collection.mutable.ListBuffer::$plus$eq(Ljava/lang/Object;)Lscala/collection/mutable/Buffer;,7176
scala.collection.immutable.VectorIterator::endLo_$eq(I)V,2926
scala/collection/TraversableOnce::toArray$(Lscala/collection/TraversableOnce;Lscala/reflect/ClassTag;)Ljava/lang/Object;,281106
scala.collection.immutable.RedBlackTree$EntriesIterator::hasNext()Z,2
scala.collection.mutable.ArrayOps$ofRef::repr()Ljava/lang/Object;,144937
scala.collection.mutable.HashSet::capacity(I)I,663036
scala/collection/GenSeqLike::$anonfun$indexOf$1$adapted(Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,17230
scala.collection.immutable.HashMap$HashMap1::updated(Ljava/lang/Object;Ljava/lang/Object;)Lscala/collection/immutable/HashMap;,28313
scala.collection.immutable.HashMap$HashMap1::computeHash(Ljava/lang/Object;)I,28466
scala/collection/SeqLike$CombinationsItr::$anonfun$init$5(Lscala/collection/mutable/HashMap;)I,13832
scala.collection.convert.Wrappers$JEnumerationWrapper::next()Ljava/lang/Object;,46737
scala.collection.convert.Wrappers$JEnumerationWrapper::to(Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,4
scala/collection/generic/GenericTraversableTemplate::$anonfun$transpose$3$adapted(ILscala/collection/IndexedSeq;Lscala/runtime/IntRef;Ljava/lang/Object;)Ljava/lang/Object;,14849
scala.collection.immutable.HashSet::updated0(Ljava/lang/Object;II)Lscala/collection/immutable/HashSet;,7673
scala.collection.mutable.HashSet::removeElem(Ljava/lang/Object;)Z,13688
scala.collection.mutable.ArrayOps$ofRef::map(Lscala/Function1;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,206281
scala.collection.mutable.Map$WithDefault::apply(Ljava/lang/Object;)Ljava/lang/Object;,175108
scala.reflect.internal.SymbolPairs$Cursor$$anon$2::filter(Lscala/Function1;)Lscala/collection/Iterator;,1362
scala.collection.immutable.Map$Map2::thisCollection()Lscala/collection/Traversable;,6757
scala.collection.convert.Wrappers$SetWrapper$$anon$4::hasNext()Z,204
scala.collection.immutable.Set$Set2::repr()Ljava/lang/Object;,44390
scala.collection.mutable.WrappedArray$ofInt::sizeHintIfCheap()I,18
scala/collection/SetLike::stringPrefix$(Lscala/collection/SetLike;)Ljava/lang/String;,25
scala.collection.mutable.HashSet::to(Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,17180
scala.collection.mutable.WrappedArray$ofRef::headOption()Lscala/Option;,8
scala.collection.mutable.BitSet::$minus$eq(Ljava/lang/Object;)Lscala/collection/mutable/SetLike;,1623
scala.collection.Map$::empty()Lscala/collection/immutable/Map;,1
scala.collection.parallel.mutable.ParArray$ParArrayIterator::until()I,227
scala.collection.MapLike$$anon$2::foreach(Lscala/Function1;)V,520
scala.collection.immutable.Stream$Cons::head()Ljava/lang/Object;,75659
scala.collection.mutable.ArrayBuilder$ofRef::resize(I)V,76298
scala/collection/immutable/VectorPointer::initFrom$(Lscala/collection/immutable/VectorPointer;Lscala/collection/immutable/VectorPointer;)V,217486
scala.collection.immutable.StringOps::stripSuffix(Ljava/lang/String;)Ljava/lang/String;,94142
scala.collection.parallel.mutable.ResizableParArrayCombiner$CopyChainToArray::mergeThrowables(Lscala/collection/parallel/Task;)V,4
scala.collection.mutable.Map$::apply$41cb962a(Lscala/collection/GenSeq;)Lscala/collection/GenMap;,1
scala.collection.concurrent.INode::GCAS(Lscala/collection/concurrent/MainNode;Lscala/collection/concurrent/MainNode;Lscala/collection/concurrent/TrieMap;)Z,164
scala.collection.JavaConverters$::asScalaIterator(Ljava/util/Iterator;)Lscala/collection/Iterator;,12
scala.collection.immutable.Nil$::companion()Lscala/collection/generic/GenericCompanion;,550744
scala/collection/BitSetLike::contains$(Lscala/collection/BitSetLike;I)Z,1037426
scala.collection.immutable.RedBlackTree$EntriesIterator::popNext()Lscala/collection/immutable/RedBlackTree$Tree;,2
scala.collection.immutable.Stream$Empty$::seq()Lscala/collection/TraversableOnce;,2
scala.collection.immutable.Set$Set4::empty()Lscala/collection/GenSet;,194
scala.collection.immutable.Vector::isTraversableAgain()Z,978
scala.collection.immutable.Range::hasStub()Z,88187
scala.collection.Iterator$$anon$15::hd()Ljava/lang/Object;,2038
scala.collection.parallel.AdaptiveWorkStealingForkJoinTasks$WrappedTask::shouldWaitFor_$eq(Z)V,112
scala.collection.immutable.StringOps::map(Lscala/Function1;Lscala/collection/generic/CanBuildFrom;)Ljava/lang/Object;,2
scala.collection.mutable.ArrayBuffer::groupBy(Lscala/Function1;)Lscala/collection/immutable/Map;,4480
scala.collection.immutable.$colon$colon::apply(I)Ljava/lang/Object;,354272
scala.collection.immutable.$colon$colon::tl_$eq(Lscala/collection/immutable/List;)V,4168528
scala.collection.parallel.ParIterableLike$CopyToArray::leaf(Lscala/Option;)V,27
scala.collection.mutable.TreeSet::contains(Ljava/lang/Object;)Z,1377
scala.collection.immutable.Set$Set2::filterNot(Lscala/Function1;)Ljava/lang/Object;,140
scala.collection.immutable.HashSet$HashTrieSet::empty()Lscala/collection/Set;,1592
scala.collection.parallel.mutable.ParArray$ParArrayIterator::signalDelegate_$eq(Lscala/collection/generic/Signalling;)V,109
scala.collection.mutable.ArrayOps$ofRef::last()Ljava/lang/Object;,11560
scala.collection.immutable.BitSet$BitSet1::nwords()I,336
scala.collection.immutable.MapLike$ImmutableDefaultKeySet::$minus$minus(Lscala/collection/GenTraversableOnce;)Lscala/collection/generic/Subtractable;,4
scala.collection.immutable.RedBlackTree$::isRedTree(Lscala/collection/immutable/RedBlackTree$Tree;)Z,48
scala/collection/SeqLike::distinct$(Lscala/collection/SeqLike;)Ljava/lang/Object;,81569
scala.collection.LinearSeqLike$$anon$1::sliding(II)Lscala/collection/Iterator$GroupedIterator;,8
scala.collection.mutable.WrappedArray$ofChar::apply(I)Ljava/lang/Object;,48
scala.collection.SeqLike$$anon$1::index(I)I,20198
scala.collection.mutable.WrappedArray$ofRef::toIterator()Lscala/collection/Iterator;,4
